,cid,iupacname
1486,5282331.png,(Z)-4-(2-hydroxy-3-methylphenyl)-2-oxobut-3-enoic acid
1487,5318321.png,3-(3-hydroxyphenyl)-2-oxopropanoic acid
1488,5318322.png,3-(2-hydroxyphenyl)-2-oxopropanoic acid
1489,5323840.png,3-(3-bromo-4-hydroxyphenyl)-2-hydroxypropanoic acid
1490,5324668.png,(E)-3-(2-chloro-6-fluorophenyl)prop-2-enoic acid
1491,5328791.png,(E)-2-cyano-3-(4-hydroxyphenyl)prop-2-enoic acid
1492,5329677.png,"2-[(2-acetamido-1,3-thiazol-5-yl)sulfanyl]acetic acid"
1493,5354060.png,(2E)-2-[(4-hydroxyphenyl)methylidene]octanoic acid
1494,5354061.png,(Z)-3-(4-hydroxyphenyl)-2-methylprop-2-enoic acid
1495,5355196.png,(Z)-3-chloro-3-phenylprop-2-enoic acid
1496,5358361.png,(E)-3-(cyclohexen-1-yl)prop-2-enoic acid
1497,5364373.png,(E)-3-cyclohex-3-en-1-ylprop-2-enoic acid
1498,5365546.png,(E)-3-(2-bicyclo[2.2.1]hept-5-enyl)prop-2-enoic acid
1499,5371883.png,4-[(Z)-2-nitroprop-1-enyl]phenol
1500,5372267.png,"(E)-3-(2,6-difluorophenyl)prop-2-enoic acid"
1501,5374064.png,(E)-3-(1-ethylpyrazol-4-yl)prop-2-enoic acid
1502,5374941.png,"(E)-3-(3,5-difluorophenyl)prop-2-enoic acid"
1503,5374945.png,"(E)-3-(2,4-difluorophenyl)prop-2-enoic acid"
1504,5380754.png,(E)-3-(4-nitrosophenyl)prop-2-enoic acid
1505,5382476.png,(E)-3-(4-amino-2-methylphenyl)prop-2-enoic acid
1506,5382614.png,(E)-3-cyclohexylprop-2-enoic acid
1507,5385045.png,(Z)-3-(4-hydroxyphenyl)pent-2-enedioic acid
1508,5388534.png,(Z)-4-(4-chlorophenyl)-4-oxobut-2-enoic acid
1509,5388694.png,(E)-3-(4-fluorophenyl)-2-methylprop-2-enoic acid
1510,5396334.png,(Z)-3-phenyl-2-sulfanylprop-2-enoic acid
1511,5459924.png,5-(diaminomethylideneamino)-2-oxopentanoate
1512,5460030.png,(2R)-2-hydroxy-2-(4-hydroxyphenyl)acetate
1513,5460080.png,3-(4-hydroxyphenyl)propanoate
1514,5460261.png,2-hydroxy-2-(4-hydroxyphenyl)acetate
1515,5460397.png,(2S)-2-hydroxy-2-(4-hydroxyphenyl)acetate
1516,5460811.png,[(1R)-1-carboxy-2-(4-hydroxyphenyl)ethyl]azanium
1517,5460814.png,(2R)-2-amino-3-(4-hydroxyphenyl)propanoate
1518,5460819.png,[(1S)-1-carboxy-2-(4-hydroxyphenyl)ethyl]azanium
1519,5539210.png,(E)-3-(2-chlorophenyl)prop-2-enoate
1520,5555111.png,"(E)-3-(2,6-dichlorophenyl)prop-2-enoate"
1521,5580956.png,(E)-3-(2-bromophenyl)prop-2-enoate
1522,5702854.png,"(E)-3-(2,3-difluorophenyl)prop-2-enoic acid"
1523,5702896.png,(E)-3-[4-fluoro-2-(trifluoromethyl)phenyl]prop-2-enoic acid
1524,5706046.png,(Z)-2-acetamido-3-(4-hydroxyphenyl)prop-2-enoic acid
1525,5708379.png,(E)-3-(2-bromo-4-fluorophenyl)prop-2-enoic acid
1526,5708390.png,"(E)-3-(2-chloro-3,6-difluorophenyl)prop-2-enoic acid"
1527,5708402.png,(E)-3-(3-chloro-2-fluorophenyl)prop-2-enoic acid
1528,5708403.png,(E)-3-(4-chloro-3-fluorophenyl)prop-2-enoic acid
1529,5708405.png,(E)-3-(2-chloro-6-fluoro-3-methylphenyl)prop-2-enoic acid
1530,5708775.png,"(E)-3-(2,3,5-trifluorophenyl)prop-2-enoic acid"
1531,5708777.png,"(E)-3-(2,4,5-trifluorophenyl)prop-2-enoic acid"
1532,5709520.png,(E)-3-[2-chloro-4-(trifluoromethyl)phenyl]prop-2-enoic acid
1533,5709646.png,(E)-3-[2-fluoro-4-(trifluoromethyl)phenyl]prop-2-enoic acid
1534,5712502.png,"(E)-3-(2,5-dimethylthiophen-3-yl)prop-2-enoic acid"
1535,5712591.png,(E)-3-(3-chlorothiophen-2-yl)prop-2-enoic acid
1536,5790535.png,(E)-3-(4-chlorophenyl)-2-methylprop-2-enoic acid
1537,5903599.png,(E)-3-(4-methoxy-2-methylphenyl)prop-2-enoic acid
1538,5918371.png,(2Z)-2-[(4-hydroxyphenyl)methylidene]octanoic acid
1539,5926500.png,(E)-3-(3-chloro-5-fluorophenyl)prop-2-enoic acid
1540,5941651.png,(E)-3-(4-chloro-2-fluorophenyl)prop-2-enoic acid
1541,5997114.png,(Z)-3-cyano-3-(4-hydroxyphenyl)prop-2-enoic acid
1542,6085186.png,"(E)-3-(2,4-dichlorophenyl)-2-methylprop-2-enoic acid"
1543,6107708.png,"(E)-3-(2,5-dichlorothiophen-3-yl)-2-methylprop-2-enoic acid"
1544,6140530.png,(E)-3-(4-hydroxyphenyl)-2-methylprop-2-enoic acid
1545,6177639.png,(Z)-3-(3-chlorophenyl)-2-sulfanylprop-2-enoic acid
1546,6198623.png,"(E)-3-(2,3-dimethylphenyl)prop-2-enoic acid"
1547,6243915.png,(E)-3-(4-sulfanylphenyl)prop-2-enoic acid
1548,6257297.png,(E)-3-(2-chloro-4-fluorophenyl)prop-2-enoic acid
1549,6299093.png,"(E)-3-(4-methoxy-2,5-dimethylphenyl)prop-2-enoic acid"
1550,6302610.png,(Z)-2-methoxy-3-(4-methoxyphenyl)prop-2-enoic acid
1551,6310726.png,(Z)-3-(4-methylphenyl)-2-sulfanylprop-2-enoic acid
1552,6332191.png,[carboxy(phenyl)methyl]imino-iminoazanium
1553,6365418.png,"(E)-3-cyclohexa-1,4-dien-1-ylprop-2-enoic acid"
1554,6393659.png,(E)-2-methoxy-3-(4-methoxyphenyl)prop-2-enoic acid
1555,6399860.png,(2Z)-2-hydroxyimino-3-(4-methoxyphenyl)propanoic acid
1556,6411797.png,"(2Z)-3-(2,4-dichlorophenyl)-2-hydroxyiminopropanoic acid"
1557,6418481.png,2-(6-chloropyridazin-3-yl)oxyacetic acid
1558,6436799.png,(Z)-4-phenylbut-3-enoic acid
1559,6438682.png,"(E,2S)-2-amino-4-fluoro-3-(3-hydroxyphenyl)but-3-enoic acid"
1560,6442148.png,"(E)-3-(3,5-dichlorophenyl)prop-2-enoic acid"
1561,6451815.png,"2-methoxy-2-(2,3,4,5,6-pentafluorophenyl)propanoic acid"
1562,6454955.png,3-(4-methylcyclohex-3-en-1-yl)butanoic acid
1563,6455394.png,"(E)-3-[(1R,2R,4S)-3,3-dimethyl-2-bicyclo[2.2.1]heptanyl]prop-2-enoic acid"
1564,6477728.png,"3-cyclopenta-2,4-dien-1-ylpropanoic acid"
1565,6483762.png,2-(3-fluorophenoxy)propanoic acid
1566,6524840.png,(E)-4-methyl-3-phenylpent-2-enoic acid
1567,6541354.png,"(2R)-6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydrochromene-2-carboxylic acid"
1568,6546878.png,(2S)-2-bromo-3-(4-fluorophenyl)propanoic acid
1569,6613434.png,3-(4-hydroxy-3-iodo-5-methoxyphenyl)propanoic acid
1570,6919035.png,(2R)-2-azaniumyl-3-(4-hydroxyphenyl)propanoate
1571,6921590.png,"(2S)-2-(2,4-dichlorophenoxy)propanoate"
1572,6927051.png,(E)-3-[2-(trifluoromethyl)phenyl]prop-2-enoate
1573,6927183.png,3-(4-fluorophenyl)propanoate
1574,6929017.png,2-benzylsulfanylacetate
1575,6930265.png,3-(2-methoxyphenyl)propanoate
1576,6930705.png,3-(2-hydroxyphenyl)propanoate
1577,6931461.png,2-(3-fluoro-4-hydroxyphenyl)acetate
1578,6931501.png,3-(3-hydroxyphenyl)propanoate
1579,6931571.png,3-(4-hydroxy-3-methoxyphenyl)propanoate
1580,6931658.png,"(2R)-2-(2,4-difluorophenyl)-2-hydroxyacetic acid"
1581,6932021.png,isoquinoline-3-carboxylate
1582,6934228.png,(3R)-3-azaniumyl-3-(4-hydroxyphenyl)propanoate
1583,6934229.png,(3S)-3-azaniumyl-3-(4-hydroxyphenyl)propanoate
1584,6934230.png,(3S)-3-amino-3-(4-hydroxyphenyl)propanoic acid
1585,6950119.png,(3R)-3-phenylbutanoate
1586,6950334.png,(2S)-2-(4-hydroxyphenoxy)propanoic acid
1587,6950363.png,3-(3-methoxyphenyl)propanoate
1588,6950655.png,(3R)-3-(4-methylphenyl)butanoic acid
1589,6950707.png,2-(4-methylphenyl)sulfonylacetate
1590,6950842.png,2-(4-hydroxyphenoxy)acetate
1591,6951288.png,2-(4-fluorophenoxy)acetate
1592,6951305.png,3-cyclopentylpropanoate
1593,6951481.png,"(2R)-2-(3,5-difluorophenyl)-2-hydroxyacetic acid"
1594,6971070.png,3-(4-hydroxyphenyl)-2-oxopropanoate
1595,6971267.png,(2S)-2-(4-hydroxyphenyl)propanoate
1596,6971268.png,(2S)-2-(4-hydroxyphenyl)propanoic acid
1597,6971270.png,(2R)-2-(4-hydroxyphenyl)propanoic acid
1598,6984337.png,3-imidazol-1-ylpropanoate
1599,6990376.png,(3S)-4-oxo-3-phenylpentanoic acid
1600,6993914.png,"(1S,2S)-2-(4-chlorophenyl)cyclopropane-1-carboxylic acid"
1601,6993918.png,"(1R,2S)-2-(4-chlorophenyl)cyclopropane-1-carboxylic acid"
1602,6993920.png,"(1R,2R)-2-(4-chlorophenyl)cyclopropane-1-carboxylic acid"
1603,6994051.png,2-(cyclohexylamino)-2-oxoacetic acid
1604,7003723.png,(2S)-2-fluoro-2-phenylacetic acid
1605,7005091.png,"(2S)-2-(3,4-difluorophenyl)-2-hydroxyacetic acid"
1606,7009951.png,"(2R)-3,3-difluoro-2-hydroxy-3-phenylpropanoic acid"
1607,7016422.png,5-(4-hydroxyphenyl)pentanoate
1608,7016423.png,5-(4-hydroxyphenyl)pentanoic acid
1609,7017681.png,3-(1-methylpyrazol-4-yl)propanoic acid
1610,7018231.png,(2S)-2-hydroxy-2-methyl-3-phenylpropanoic acid
1611,7018410.png,3-(4-chloro-3-methylpyrazol-1-yl)propanoic acid
1612,7018653.png,"(1R,2R)-2-(4-methylphenyl)cyclopropane-1-carboxylic acid"
1613,7019274.png,1-(4-hydroxyphenyl)propan-2-one
1614,7022539.png,(2S)-2-(4-fluorophenoxy)propanoic acid
1615,7063994.png,3-[4-(dimethylamino)phenyl]propanoic acid
1616,7128433.png,(2R)-2-(4-fluorophenoxy)propanoic acid
1617,7130595.png,"2-(3,4-difluorophenyl)sulfanylacetic acid"
1618,7141919.png,6-chloro-1-benzothiophene-2-carboxylic acid
1619,7174619.png,"(1S,2R)-2-(4-methylphenyl)cyclopropane-1-carboxylic acid"
1620,7269398.png,(E)-2-methyl-3-phenylprop-2-enoate
1621,8030501.png,2-imino-3-phenylpropanoic acid
1622,8271952.png,"(E)-2-cyano-3-(2,4-difluorophenyl)prop-2-enoic acid"
1623,8429109.png,"(E)-2-cyano-3-(3,4-difluorophenyl)prop-2-enoic acid"
1624,9149705.png,3-(2-chloro-6-fluorophenyl)propanoic acid
1625,9149932.png,3-(3-bromo-4-hydroxy-5-methoxyphenyl)propanoic acid
1626,9361771.png,3-(3-chloro-4-methylphenyl)propanoic acid
1627,9543096.png,(E)-2-oxohex-4-enoate
1628,9543271.png,"4-chloro-6-hydroxy-5,6-dioxohexa-1,3-dien-1-olate"
1629,9543338.png,2-(4-hydroxyphenyl)propanoate
1630,9548580.png,2-hydroxy-3-(4-hydroxyphenyl)propanoate
1631,9548632.png,(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate
1632,9794103.png,(Z)-2-cyano-3-(4-hydroxyphenyl)prop-2-enoic acid
1633,9834218.png,"(1R,2R)-2-(3,4-difluorophenyl)cyclopropane-1-carboxylic acid"
1634,9834277.png,3-[4-(2-methylpropyl)phenyl]propanoic acid
1635,9837406.png,methyl 5-(4-hydroxyphenyl)-2-oxopentanoate
1636,9852137.png,[(4-hydroxyphenyl)-dimethyl-lambda4-sulfanyl] methanesulfonate
1637,9855652.png,(2S)-2-hydroxy-2-(4-hydroxyphenyl)propanoic acid
1638,9877544.png,(2R)-2-hydroxy-2-(4-hydroxyphenyl)propanoic acid
1639,9881171.png,ethyl 5-(4-hydroxyphenyl)-2-oxopentanoate
1640,9899020.png,(2R)-3-(4-fluorophenyl)-2-hydroxypropanoic acid
1641,9899085.png,(2S)-2-(2-oxohydrazinyl)-3-phenylpropanoic acid
1642,9899187.png,"2-(2,2,3,3,3-pentafluoropropoxy)acetic acid"
1643,9899318.png,(E)-7-(4-hydroxyphenyl)hept-4-enoic acid
1644,9920545.png,(2S)-2-hydroxy-3-(4-hydroxyphenyl)propanoic acid
1645,9920728.png,3-(4-hydroxy-3-methylphenyl)-3-methylbutanoic acid
1646,9920806.png,(2S)-2-(chloroamino)-3-(4-hydroxyphenyl)propanoic acid
1647,9964526.png,(Z)-2-ethoxy-3-(4-methoxyphenyl)prop-2-enoic acid
1648,10013115.png,3-indol-1-yl-2-oxopropanoic acid
1649,10104858.png,"(E)-3-(2,3,4-trimethylfuro[2,3-c]pyrazol-5-yl)prop-2-enoic acid"
1650,10106654.png,2-oxo-3-(4-sulfooxyphenyl)propanoic acid
1651,10125104.png,"2-oxo-3-(1,3-thiazol-2-yl)propanoic acid"
1652,10130222.png,2-methoxy-3-phenylpropanoic acid
1653,10154332.png,(2S)-3-phenyl-2-sulfanylpropanoic acid
1654,10197948.png,2-[4-(hydroxymethyl)phenyl]propanoic acid
1655,10241191.png,spiro[2.6]nonane-2-carboxylic acid
1656,10242151.png,butyl 2-(4-hydroxyphenyl)acetate
1657,10261774.png,"(2S)-2-amino-3-(2,6-dideuterio-4-hydroxyphenyl)propanoic acid"
1658,10285839.png,2-amino-3-(4-hydroxyphenyl)(113C)propanoic acid
1659,10329880.png,3-(2-methylphenyl)-2-oxopropanoic acid
1660,10329907.png,"3-(1,4-dimethylpyridin-1-ium-3-yl)propanoate"
1661,10329908.png,"3-(1,4-dimethylpyridin-1-ium-3-yl)propanoic acid"
1662,10330074.png,(Z)-2-sulfanyl-3-thiophen-2-ylprop-2-enoic acid
1663,10352241.png,3-(3-methylphenyl)-2-oxopropanoic acid
1664,10352609.png,"3-(4-hydroxy-3,5-dimethylphenyl)propanoic acid"
1665,10353859.png,2-oxo-3-[3-(trifluoromethyl)phenyl]propanoic acid
1666,10375417.png,"3-(2,4-dihydroxyphenyl)-2-oxopropanoic acid"
1667,10419388.png,(2R)-spiro[2.5]octane-2-carboxylic acid
1668,10419891.png,"(2S)-2-amino-3-(2,3,5,6-tetradeuterio-4-hydroxyphenyl)propanoic acid"
1669,10422225.png,9-(4-hydroxyphenyl)nonanoic acid
1670,10442738.png,3-(2-chlorophenyl)-2-oxopropanoic acid
1671,10443920.png,(E)-3-[4-hydroxy-2-(trifluoromethyl)phenyl]prop-2-enoic acid
1672,10464943.png,3-(2-fluorophenyl)-2-oxopropanoic acid
1673,10465352.png,3-(3-chlorophenyl)-2-oxopropanoic acid
1674,10487224.png,(E)-3-(6-aminopyridin-3-yl)prop-2-enoic acid
1675,10511567.png,"(1S,2S)-2-(3-fluorophenyl)cyclopropane-1-carboxylic acid"
1676,10513835.png,3-[4-(trifluoromethoxy)phenyl]propanoic acid
1677,10535366.png,"(1R,2R)-2-(4-fluorophenyl)cyclopropane-1-carboxylic acid"
1678,10535476.png,3-(4-fluorophenyl)-2-hydroxypropanoic acid
1679,10536347.png,"3-(4-methoxy-2,3-dimethylphenyl)propanoic acid"
1680,10559328.png,(2R)-2-amino-3-(5-hydroxypyridin-2-yl)propanoic acid
1681,10583976.png,3-[(4R)-4-prop-1-en-2-ylcyclohexen-1-yl]propanoic acid
1682,10631677.png,3-[(4S)-4-prop-1-en-2-ylcyclohexen-1-yl]propanoic acid
1683,10678437.png,"2,2,3-trideuterio-3-phenylpropanoic acid"
1684,10702485.png,"(2S,3R)-2-methyl-2-nitro-3-phenyloxirane"
1685,10702974.png,"3-(4-hydroxy-2,6-dimethylphenyl)propanoic acid"
1686,10704305.png,ethyl (2E)-2-hydroxyimino-3-(4-hydroxyphenyl)propanoate
1687,10704660.png,(2R)-2-(4-chlorophenyl)sulfanylbutanoic acid
1688,10749505.png,(E)-4-phenylbut-2-enoic acid
1689,10749780.png,3-(4-methylphenyl)but-3-enoic acid
1690,10749862.png,"(1S,2S)-2-(4-fluorophenyl)cyclopropane-1-carboxylic acid"
1691,10797274.png,4-(5-oxooxolan-2-yl)butanoic acid
1692,10797412.png,"3-(2,6-dimethylphenyl)propanoic acid"
1693,10797559.png,methyl 2-(3-fluoro-4-hydroxyphenyl)acetate
1694,10820590.png,(E)-3-(cyclopenten-1-yl)prop-2-enoic acid
1695,10821336.png,3-(3-fluorophenyl)-2-hydroxypropanoic acid
1696,10845698.png,4-[(Z)-2-chloro-2-nitroethenyl]phenol
1697,10855978.png,"(E)-3-(3-chloro-1,2-oxazol-5-yl)prop-2-enoic acid"
1698,10856038.png,"(2R,3S)-3-(4-methylphenyl)oxirane-2-carboxylic acid"
1699,10856356.png,propan-2-yl 2-(4-hydroxyphenyl)acetate
1700,10867759.png,2-chloro-3-(3-chlorophenyl)propanoic acid
1701,10878062.png,"6-hydroxy-2,3-dihydro-1,4-benzodioxine-2-carboxylic acid"
1702,10888897.png,3-(2-chloro-4-methylphenyl)propanoic acid
1703,10909916.png,"(E)-3-(4,5-dimethylfuran-2-yl)prop-2-enoic acid"
1704,10910599.png,3-(4-chloro-2-fluorophenyl)propanoic acid
1705,10910840.png,"3-(3,4-dihydroxy-5-methoxyphenyl)propanoic acid"
1706,10929791.png,(Z)-3-iodo-3-phenylprop-2-enoic acid
1707,10942905.png,2-cyclohexyloxy-2-oxoacetic acid
1708,10943324.png,(3S)-4-methyl-3-phenylpentanoic acid
1709,10954066.png,(2S)-2-azido-2-phenylacetic acid
1710,10954146.png,3-fluoro-2-oxo-3-phenylpropanoic acid
1711,10965756.png,methyl 3-(4-hydroxyphenyl)-2-methoxypropanoate
1712,10976116.png,3-(4-fluoro-2-methylphenyl)propanoic acid
1713,10978444.png,"2-chloro-3-(3,4-dichlorophenyl)-2-methylpropanoic acid"
1714,10986432.png,"3-cyclohexa-1,4-dien-1-ylpropanoic acid"
1715,10999294.png,"2-(6-chloro-4-fluoro-1-hydroxy-2,3-dihydroinden-1-yl)acetic acid"
1716,11019077.png,3-(cyclohexen-1-yl)propanoic acid
1717,11031083.png,2-[ethenyl(phenyl)phosphoryl]acetic acid
1718,11031813.png,1-[dimethyl(phenyl)silyl]-2-methylcyclopropane-1-carboxylic acid
1719,11041808.png,"(2R)-3-(3,4-difluorophenyl)-2-hydroxypropanoic acid"
1720,11041834.png,"(2S,3R)-2-chloro-3-fluoro-3-phenylpropanoic acid"
1721,11042838.png,"1,1-diethoxy-3-(4-fluorophenyl)propan-2-one"
1722,11052269.png,2-hydroxy-3-(3-hydroxyphenyl)propanoic acid
1723,11074360.png,"(2S,3S)-2-methylsulfonyl-3-phenyloxirane"
1724,11078696.png,"(2E)-3-(3,5-dibromo-4-hydroxyphenyl)-2-hydroxyiminopropanoic acid"
1725,11105665.png,(1R)-2-phenylcyclopropane-1-carboxylic acid
1726,11116380.png,3-(4-hydroxyphenyl)-2-oxopropanal
1727,11126659.png,(E)-3-[5-(hydroxymethyl)furan-2-yl]prop-2-enoic acid
1728,11127408.png,"(2R,3R)-2-azido-3-phenylbutanoic acid"
1729,11130089.png,"3-cyclohexa-2,4-dien-1-ylpropanoic acid"
1730,11138123.png,(Z)-3-(4-chlorophenyl)-2-fluoroprop-2-enoic acid
1731,11183144.png,2-(5-chlorothiophen-2-yl)oxyacetic acid
1732,11183211.png,3-[hydroxy(phenyl)phosphanyl]propanoic acid
1733,11183257.png,(2S)-3-(4-chlorophenyl)-2-hydroxypropanoic acid
1734,11195403.png,"6-hydroxy-7,8-dimethyl-3,4-dihydro-2H-chromene-2-carboxylic acid"
1735,11206387.png,"(1R,2R)-2-(3-chlorophenyl)cyclopropane-1-carboxylic acid"
1736,11217951.png,"(2R,3S)-3-(4-fluorophenyl)oxirane-2-carboxylic acid"
1737,11240950.png,"(2R,3S)-3-cyclohexyloxirane-2-carboxylic acid"
1738,11241011.png,3-(4-hydroxyphenyl)-2-methoxypropanoic acid
1739,11241552.png,(2S)-2-amino-3-(2-ethyl-4-hydroxy-6-methylphenyl)propanoic acid
1740,11275486.png,2-(2-oxocyclohexyl)sulfanylacetic acid
1741,11275537.png,prop-2-enyl 2-(4-hydroxyphenyl)acetate
1742,11321549.png,"(1S,3S)-2,2-difluoro-3-phenylcyclopropane-1-carboxylic acid"
1743,11332573.png,4-(nitromethyl)phenol
1744,11344482.png,(2R)-2-cyano-2-methyl-3-phenylpropanoic acid
1745,11355586.png,"3-cyclohexa-1,5-dien-1-ylpropanoic acid"
1746,11356041.png,"3-(2,4-dihydroxyphenyl)butanoic acid"
1747,11378599.png,3-cyclohexylprop-2-ynoic acid
1748,11389730.png,(Z)-2-hydroxy-3-(4-methylphenyl)prop-2-enoic acid
1749,11424101.png,"6-hydroxy-3,4-dihydro-2H-chromene-2-carboxylic acid"
1750,11424147.png,(3R)-3-azido-3-cyclohexylpropanoic acid
1751,11424159.png,(2S)-2-amino-3-(2-(18F)fluoranyl-4-hydroxyphenyl)propanoic acid
1752,11447156.png,(2S)-2-(4-chlorophenyl)pent-4-enoic acid
1753,11447358.png,"(2S,3R)-2-azido-3-methoxy-3-phenylpropanoic acid"
1754,11458004.png,"(2S,3R)-3-(4-methylphenyl)oxirane-2-carboxylic acid"
1755,11492054.png,2-(2-fluoroanilino)-2-oxoacetic acid
1756,11506569.png,(3S)-3-(4-fluorophenyl)-3-hydroxypropanoic acid
1757,11550196.png,(1S)-1-(2-chlorophenyl)-2-nitroethanol
1758,11557462.png,(2R)-3-(4-hydroxyphenyl)-2-methoxypropanoic acid
1759,11564639.png,(2S)-3-(4-hydroxyphenyl)-2-methoxypropanoic acid
1760,11579219.png,2-methyl-4-[(E)-2-nitroethenyl]phenol
1761,11600642.png,"(2R)-3-(3,4-dihydroxyphenyl)-2-hydroxypropanoic acid"
1762,11615581.png,2-oxo-2-[2-(trifluoromethyl)anilino]acetic acid
1763,11637352.png,"2-amino-3-(4-hydroxy-2,5-dimethylphenyl)propanoic acid"
1764,11735974.png,2-(2-methoxyanilino)-2-sulfanylideneacetic acid
1765,11745221.png,(Z)-2-fluoro-3-(4-methylphenyl)prop-2-enoic acid
1766,11769099.png,3-(4-methylphenyl)-3-oxopropanoic acid
1767,11769583.png,3-(2-chloro-4-fluorophenyl)propanoic acid
1768,11788529.png,"(2S,3R)-3-cyclohexyloxirane-2-carboxylic acid"
1769,11789561.png,2-oxo-3-pyridin-2-ylpropanoic acid
1770,11804955.png,3-thiophen-2-ylprop-2-ynoic acid
1771,11805347.png,(3S)-3-hydroxy-3-(4-methylphenyl)propanoic acid
1772,11816207.png,3-[4-(methylamino)phenyl]propanoic acid
1773,11816404.png,2-[methoxy(methyl)amino]-2-phenylacetic acid
1774,11820095.png,2-(4-fluorophenyl)sulfanylpropanoic acid
1775,11830113.png,(2S)-2-chloro-3-phenylpropanoic acid
1776,11858535.png,(2S)-2-methoxy-3-phenylpropanoic acid
1777,11953639.png,3-cyclohexyl-2-oxopropanoic acid
1778,11955114.png,3-(6-methyl-3-oxocyclohexen-1-yl)propanoic acid
1779,11955222.png,(E)-3-(6-methyl-3-oxocyclohexen-1-yl)prop-2-enoic acid
1780,11984438.png,"3-(3,5-dibromo-4-methoxyphenyl)-2-oxopropanoic acid"
1781,11984455.png,(2E)-2-hydroxyimino-3-(4-hydroxyphenyl)propanoic acid
1782,12078322.png,"4-(1,1,1-trifluoro-3-nitropropan-2-yl)phenol"
1783,12081640.png,3-[4-(dimethylamino)phenyl]-2-oxopropanoic acid
1784,12082807.png,2-(4-aminophenyl)ethanesulfonic acid
1785,12084287.png,"(E)-3-(4-chloro-2,5-difluorophenyl)prop-2-enoic acid"
1786,12084288.png,"(E)-3-(3-chloro-2,5-difluorophenyl)prop-2-enoic acid"
1787,12084289.png,"(E)-3-(2,3,4,5-tetrachlorophenyl)prop-2-enoic acid"
1788,12096266.png,3-amino-3-(4-hydroxy-3-methoxyphenyl)propanoic acid
1789,12105829.png,1-phenylethyl hydrogen carbonate
1790,12112424.png,tert-butyl 3-(4-hydroxyphenyl)propanoate
1791,12136996.png,acetyloxymethyl 2-(4-hydroxyphenyl)acetate
1792,12144755.png,"(2S)-2-amino-3-(4-hydroxy(1,2,3,4,5,6-13C6)cyclohexa-1,3,5-trien-1-yl)propanoic acid"
1793,12192437.png,"(2R,3R)-2-hydroxy-2-methyl-3-phenylpent-4-enoic acid"
1794,12195752.png,(2S)-2-methyl-3-(3-methylphenyl)propanoic acid
1795,12195848.png,(E)-3-(2-ethenylphenyl)prop-2-enoic acid
1796,12206117.png,"(E)-2,3-dideuterio-3-phenylprop-2-enoic acid"
1797,12209699.png,"2-amino-3-(4-hydroxy(113C)cyclohexa-1,3,5-trien-1-yl)propanoic acid"
1798,12209703.png,2-(15N)azanyl-3-(4-hydroxyphenyl)propanoic acid
1799,12209704.png,(2S)-2-(15N)azanyl-3-(4-hydroxyphenyl)propanoic acid
1800,12209719.png,"(2S)-2-amino-3-(4-hydroxy(413C)cyclohexa-1,3,5-trien-1-yl)propanoic acid"
1801,12209720.png,(2S)-2-amino-3-(4-hydroxyphenyl)(113C)propanoic acid
1802,12209722.png,(2S)-2-amino-3-(4-hydroxyphenyl)(313C)propanoic acid
1803,12210195.png,(2E)-2-(phenylhydrazinylidene)acetic acid
1804,12214508.png,2-(4-methylphenyl)sulfinylacetic acid
1805,12216214.png,2-deuterio-3-phenylpropanoic acid
1806,12216216.png,"2,2,3,3-tetradeuterio-3-(2,3,4,5,6-pentadeuteriophenyl)propanoic acid"
1807,12216217.png,3-phenyl(113C)propanoic acid
1808,12216218.png,"2,3-dideuterio-3-phenylpropanoic acid"
1809,12216221.png,"2,2-dideuterio-3-phenylpropanoic acid"
1810,12218022.png,"(2S,3R)-3-methyl-3-phenyloxirane-2-carboxylic acid"
1811,12222392.png,2-(4-chlorobenzoyl)sulfanylacetic acid
1812,12237839.png,(3S)-3-deuterio-3-phenylbutanoic acid
1813,12238184.png,methyl 3-(4-hydroxyphenyl)-2-oxopropanoate
1814,12238659.png,3-(4-hydroxy-2-methylphenyl)propanoic acid
1815,12241244.png,(2S)-2-chloro-2-phenylacetic acid
1816,12245161.png,"(2R,3R)-3-hydroxy-2-phenylbutanoic acid"
1817,12252229.png,2-pyridin-1-ium-1-yloxyacetic acid
1818,12271480.png,"2-(2,4-dichloro-3,5,6-trideuteriophenoxy)acetic acid"
1819,12277856.png,"3,4-dihydro-2H-thiochromene-3-carboxylic acid"
1820,12284776.png,3-methyl-3-(4-methylphenyl)oxirane-2-carboxylic acid
1821,12321960.png,2-chloro-3-(2-methylphenyl)propanoic acid
1822,12371383.png,"3-(4-hydroxy-2,5-dimethylphenyl)propanoic acid"
1823,12375543.png,3-(3-chloro-5-methylphenyl)propanoic acid
1824,12385383.png,2-[(Z)-(5-chlorothiophen-2-yl)methylideneamino]oxyacetic acid
1825,12392954.png,8-(4-hydroxyphenyl)octanoic acid
1826,12398766.png,2-(4-nitrosophenoxy)acetic acid
1827,12403779.png,methyl 5-(4-hydroxyphenyl)pentanoate
1828,12416645.png,3-(5-methylthiophen-2-yl)propanoic acid
1829,12423092.png,"3-(2,4-dichlorophenyl)-3-hydroxypropanoic acid"
1830,12424442.png,2-methyl-1H-naphthalene-2-carboxylic acid
1831,12436263.png,3-(2-methylcyclohexyl)propanoic acid
1832,12458824.png,2-hydroxy-2-(4-iodophenyl)acetic acid
